99.0052653707,0.0000000000,1.0000000000
99.0054989775,0.0000000000,1.0000000000
99.0057325852,0.0000000000,1.0000000000
99.0059661936,0.0000000000,1.0000000000
100.0746579060,0.0000000000,1.0000000000
100.0748953079,0.0000000000,1.0000000000
100.0751327107,0.0000000000,1.0000000000
100.0753701142,0.0000000000,1.0000000000
100.0756075187,3014.6662597656,1.0000000000
100.0758449240,5869.6264648438,1.0000000000
100.0760823301,7697.8593750000,1.0000000000
100.0763197370,7373.2099609375,1.0000000000
100.0765571449,5326.2768554688,1.0000000000
100.0767945535,2829.1586914062,1.0000000000
100.0770236390,0.0000000000,1.0000000000
100.0772610494,0.0000000000,1.0000000000
100.0774984606,0.0000000000,1.0000000000
100.0777358726,0.0000000000,1.0000000000
100.9872428469,0.0000000000,1.0000000000
100.9874835035,0.0000000000,1.0000000000
100.9877241610,0.0000000000,1.0000000000
100.9879648193,0.0000000000,1.0000000000
100.9882054785,1809.5458984375,1.0000000000
100.9884461385,4018.2758789062,1.0000000000
100.9886867994,6151.0986328125,1.0000000000
100.9889274612,6754.2939453125,1.0000000000
100.9891681238,5227.2036132812,1.0000000000
100.9894087873,2571.8388671875,1.0000000000
100.9896484710,0.0000000000,1.0000000000
100.9898891362,0.0000000000,1.0000000000
100.9901298023,0.0000000000,1.0000000000
100.9903704692,0.0000000000,1.0000000000
101.0951422221,0.0000000000,1.0000000000
101.0953832645,0.0000000000,1.0000000000
101.0956243078,0.0000000000,1.0000000000
101.0958653519,0.0000000000,1.0000000000
101.0961063969,3385.1901855469,1.0000000000
101.0963474427,5731.7729492188,1.0000000000
101.0965884895,6619.7563476562,1.0000000000
101.0968295370,5322.0722656250,1.0000000000
101.0970705855,2757.3876953125,1.0000000000
101.0973025721,0.0000000000,1.0000000000
101.0975436223,0.0000000000,1.0000000000
101.0977846733,0.0000000000,1.0000000000
101.0980257252,0.0000000000,1.0000000000
102.0899646351,0.0000000000,1.0000000000
102.0902092442,0.0000000000,1.0000000000
102.0904538542,0.0000000000,1.0000000000
