50.0004,3,1
50.2353,14,1
50.2384,14,1
50.2414,1,1
50.3467,3,1
50.3498,8,1
50.3529,4,1
50.387,6,1
50.3901,15,1
50.3932,8,1
50.5047,4,1
50.5079,7,1
50.511,2,1
50.5141,3,1
50.5172,8,1
50.5203,4,1
50.8341,5,1
50.8372,6,1
50.9088,5,1
50.9119,6,1
50.9648,3,1
50.968,6,1
50.9711,3,1
51.1208,1,1
51.1239,55,1
51.127,59,1
51.2894,3,1
51.2925,7,1
51.2957,4,1
51.3644,4,1
51.3676,7,1
51.3707,3,1
51.9227,2,1
51.9259,7,1
51.929,6,1
52.6169,14,1
52.6201,28,1
52.6232,2,1
52.6739,6,1
52.6771,12,1
52.8832,3,1
52.8864,8,1
53.0102,1,1
53.0134,5,1
53.0166,4,1
53.0325,3,1
53.0356,8,1
53.5742,3,1
53.5774,13,1
53.5806,12,1
53.8364,1,1
53.8396,5,1
53.8428,8,1
54.569,4,1
54.5723,19,1
54.5755,4,1
54.8919,1,1
54.8952,8,1
54.8984,3,1
55.0505,1,1
55.0537,7,1
55.057,6,1
55.482,2,1
55.4853,16,1
55.4885,6,1
56.0557,7,1
56.0589,7,1
56.1505,5,1
56.1537,10,1
56.2715,2,1
56.2748,15,1
56.5896,22,1
56.5928,5,1
57.4497,5,1
57.453,5,1
58.2997,19,1
58.303,3,1
58.4798,7,1
58.4831,7,1
58.7772,10,1
58.7806,1,1
59.4786,8,1
59.482,5,1
59.9373,2,1
59.9407,10,1
59.9441,2,1
60.0759,3,1
60.0793,7,1
60.0827,2,1
60.0861,18,1
60.0894,34,1
60.0928,8,1
61.0371,4,1
61.0405,9,1
61.0439,3,1
61.2452,13,1
61.2487,11,1
61.2521,2,1
61.2555,8,1
61.2589,3,1
61.3683,6,1
61.3717,6,1
61.3751,1,1
61.5496,7,1
61.553,4,1
61.5839,2,1
61.5873,11,1
61.5907,5,1
62.0746,11,1
62.0781,6,1
63.4925,6,1
63.4959,5,1
63.5029,6,1
63.5064,5,1
63.562,4,1
63.5655,7,1
63.569,2,1
63.5968,2,1
63.6003,7,1
63.6038,5,1
63.6734,5,1
63.6769,6,1
63.7327,1,1
63.7361,6,1
63.7396,4,1
64.0327,4,1
64.0361,9,1
64.0396,5,1
65.0037,1,1
65.0072,5,1
65.0108,5,1
65.7483,5,1
65.7519,9,1
66.5256,1,1
66.5292,5,1
66.5328,4,1
67.4329,5,1
67.4365,11,1
67.6732,2,1
67.6768,10,1
67.6804,2,1
68.112,3,1
68.1156,17,1
68.1192,14,1
68.6172,5,1
68.6208,5,1
69.0227,4,1
69.0263,25,1
69.03,4,1
69.0336,8,1
69.0372,5,1
69.0408,23,1
69.0517,5,1
69.0553,5,1
69.1642,5,1
69.1678,5,1
69.5567,1,1
69.5604,19,1
69.564,6,1
70.1879,5,1
70.1916,5,1
71.0535,11,1
71.0866,32,1
71.0903,9,1
71.5252,9,1
71.5289,7,1
71.9429,5,1
71.9466,5,1
72.0688,3,1
72.0725,15,1
72.0762,1,1
72.1689,7,1
