mz,rt,int,mzUncertainty,rtUncertainty,intUncertainty,dqs_cen,dqs_bin,dqs_peak
211.242,1151.89,5.3105e+07,2.93405e-05,0.753698,8.67686e+06,0.828272,0.99629,0.688751
211.242,1184.33,7.56994e+07,1.82776e-05,0.691162,1.18977e+07,0.83002,0.981932,0.695484
211.242,1218.45,6.9681e+07,1.63629e-05,0.659422,5.36695e+06,0.828463,0.989994,0.780261
211.242,1262.06,2.95957e+07,1.53531e-05,2.17234,6.51238e+06,0.822615,0.991014,0.626857
212.063,850.954,2.46815e+08,1.19798e-05,0.126184,4.22218e+07,0.831004,0.801816,0.680421
212.074,494.486,6.92264e+06,3.96316e-05,-3.45493,2.92972e+06,0.823793,0.696044,0.408955
212.09,852.545,7.73244e+07,2.57421e-05,0.381536,1.25656e+07,0.819868,0.981672,0.689711
212.118,686.689,2.55064e+08,1.84703e-05,-0.882711,6.1321e+07,0.83398,0.990354,0.60447
212.128,336.417,211758,5.14795e-05,0.0420271,6755.94,0.804953,0.990589,0.825706
212.164,478.394,790892,3.53132e-05,-0.0704226,10053.8,0.840072,0.985505,0.844382
212.176,102.914,1.6799e+06,2.03757e-05,-3.14912,316723,0.82409,0.987737,0.661383
212.176,47.7163,8.39665e+06,2.83644e-05,1.84365,2.08565e+06,0.831549,0.954429,0.5957
212.176,83.9565,2.71158e+06,2.42667e-05,1.22176,1.31814e+06,0.828786,0.977421,0.347566
212.176,194.261,632189,5.65182e-05,0.00162666,677.781,0.825135,0.991224,0.855494
212.176,208.279,7.55129e+06,2.11891e-05,1.03824,1.92721e+06,0.825416,0.988208,0.588199
212.201,903.252,5.67092e+08,1.43702e-05,0.470106,3.79568e+07,0.836525,0.952019,0.790595
212.201,888.927,1.89916e+09,1.00121e-05,0.158672,7.174e+07,0.836148,0.959618,0.819911
212.201,926.103,1.39501e+08,1.51793e-05,0.387931,1.59305e+07,0.834058,0.92653,0.741468
212.245,1079.27,5.87731e+07,2.36266e-05,1.70581,2.02266e+07,0.825378,0.56789,0.491424
212.923,46.5314,1.98265e+06,2.23649e-05,0.18296,233734,0.812903,0.886053,0.737558
212.923,77.5007,2.11856e+06,2.75381e-05,3.98953,495395,0.828227,0.817168,0.611702
213.001,167.227,4.14573e+06,2.88696e-05,-4.10153,1.30637e+06,0.825342,0.936449,0.522719
213.001,64.7928,3.94041e+06,2.40727e-05,0.289213,502378,0.828355,0.972197,0.727351
213.007,195.706,2.70357e+06,3.19853e-05,0.697667,175859,0.819443,0.938336,0.792515
213.024,190.654,1.47722e+06,2.20155e-05,0.761017,175152,0.812449,0.594802,0.736839
213.054,829.271,1.70657e+07,1.29393e-05,0.072877,2.61589e+06,0.836353,0.722537,0.699683
213.058,900.617,1.76576e+07,1.67306e-05,0.252569,2.23664e+06,0.805881,0.864828,0.728232
213.058,910.027,1.81019e+07,3.56429e-05,0.313912,2.20103e+06,0.809632,0.425372,0.733631
213.06,454.666,6.07802e+06,3.05522e-05,-2.19491,498308,0.822398,0.951361,0.775145
213.066,809.033,3.54009e+07,2.75545e-05,0.325436,6.50648e+06,0.830909,0.996207,0.666561
213.069,463.166,6.00596e+06,3.99285e-05,-1.57797,1.03149e+06,0.842553,0.81846,0.679685
213.072,51.7595,2.51236e+07,1.74953e-05,1.31221,9.29045e+06,0.826837,0.961036,0.464169
213.073,1641.86,6.38023e+06,2.25078e-05,-3.26429,1.35168e+06,0.822799,0.95954,0.635849
213.091,768.504,3.50952e+07,2.87181e-05,0.90598,5.11026e+06,0.833455,0.658563,0.707951
213.098,396.917,3.4067e+06,2.53839e-05,-0.919971,262093,0.833509,0.966043,0.780351
213.109,1658.23,8.18339e+06,3.25034e-05,-4.76214,892402,0.817756,0.92479,0.746899
213.123,537.722,1.6908e+07,2.92436e-05,-3.01036,3.19072e+06,0.830225,0.934129,0.661194
213.123,507.318,1.87903e+07,1.76795e-05,-0.639082,2.21773e+06,0.829919,0.957607,0.737414
213.123,40.2516,4.50949e+06,5.18189e-05,-0.0377158,66685.8,0.828127,0.991857,0.842383
213.123,87.8278,2.57476e+06,3.78816e-05,0.929331,917507,0.825452,0.986873,0.478407
213.123,181.803,1.43193e+06,2.69705e-05,1.21297,215862,0.823424,0.987838,0.702417
213.138,875.85,1.36025e+08,1.77743e-05,0.299475,3.03337e+07,0.829736,0.687154,0.623608
213.148,820.012,3.29236e+07,2.55885e-05,2.66171,9.21913e+06,0.819949,0.741119,0.560987
213.148,896.066,2.40526e+07,3.15215e-05,0.70161,4.05646e+06,0.826373,0.860657,0.683047
213.16,549.53,1.18367e+08,1.23007e-05,-1.20274,1.53718e+07,0.836336,0.992396,0.724822
213.16,389.419,1.16866e+07,2.09773e-05,-3.26941,820138,0.830231,0.993268,0.787281
213.16,519.773,5.9074e+07,1.8026e-05,-5.56792,1.55901e+07,0.82784,0.991685,0.578652
213.16,196.61,624963,6.38863e-05,0.0404753,30690.6,0.814032,0.993843,0.808617
213.16,203.137,1.69795e+06,2.56842e-05,0.543952,236853,0.824008,0.992039,0.714522
213.163,966.448,1.03877e+08,3.11156e-05,0.550577,2.05966e+07,0.829102,0.918453,0.650728
213.164,920.567,8.02937e+07,2.26897e-05,1.30028,1.52261e+07,0.826377,0.942209,0.660189
213.171,433.81,2.44972e+06,4.8113e-05,-0.946781,272323,0.836599,0.987182,0.744669
213.185,1650.92,6.40813e+06,2.94417e-05,-6.20874,1.36713e+06,0.825433,0.981122,0.634215
213.185,20.2535,1.09617e+06,4.26265e-05,3.51402,293754,0.827768,0.823468,0.574179
213.185,239.675,916994,6.27868e-05,0.522991,71638.6,0.831469,0.987184,0.779128
213.185,918.646,8.60813e+07,2.05574e-05,0.646377,1.22184e+07,0.824293,0.936749,0.711896
213.185,1561.61,791076,2.92141e-05,0.0401035,27973.5,0.817945,0.817103,0.822298
213.204,889.677,2.53936e+08,1.35132e-05,0.222217,2.54337e+07,0.836836,0.815263,0.756241
213.204,903.635,7.177e+07,3.01558e-05,0.476449,1.01483e+07,0.83264,0.855885,0.712476
213.204,926.503,1.43104e+07,1.42898e-05,0.28543,1.36228e+06,0.841445,0.774161,0.761429
213.221,1139.49,1.27358e+07,3.14364e-05,0.482172,2.22996e+06,0.837513,0.583243,0.676041
213.221,1161.85,1.50571e+07,4.04995e-05,0.586245,1.84694e+06,0.824094,0.815253,0.732493
213.221,1246.52,4.14567e+06,1.57018e-05,0.528949,595808,0.844094,0.686845,0.709986
213.232,84.8182,1.16717e+06,1.96808e-05,0.274053,304009,0.831196,0.542242,0.582431
214.039,192.752,6.51488e+06,1.94114e-05,1.27249,1.04626e+06,0.828979,0.831593,0.69178
214.042,923.833,6.10778e+08,1.22112e-05,0.38406,8.34934e+07,0.831211,0.941741,0.717516
214.089,103.556,6.19036e+06,3.6161e-05,-1.20534,554940,0.828231,0.910098,0.767208
214.089,62.2225,2.57877e+06,2.92573e-05,0.198904,184096,0.804993,0.98667,0.786041
214.09,292.262,2.45705e+06,4.83349e-05,0.0220997,18874.2,0.803947,0.985141,0.849205
214.089,276.646,2.92802e+06,1.61115e-05,0.0849105,99828.8,0.837085,0.99082,0.823548
214.09,812.028,4.52876e+07,2.90511e-05,0.195608,2.94319e+06,0.829945,0.593693,0.792575
163.133,750.548,5.41972e+07,1.3902e-05,0.29348,6.34672e+06,0.809757,0.669249,0.73839
214.09,1478,1.37432e+06,5.5815e-05,0.00141237,4923.89,0.8005,0.996565,0.853111
214.107,471.578,8.13443e+06,2.75254e-05,-0.985493,1.43227e+06,0.828744,0.889772,0.674974
214.118,341.228,1.63159e+06,3.32578e-05,0.162588,80388.1,0.809802,0.984596,0.808455
214.118,285.91,3.15591e+06,2.58835e-05,1.36685,423338,0.830719,0.982009,0.720254
214.123,514.794,1.34987e+07,2.44726e-05,-3.50214,3.13309e+06,0.835262,0.940089,0.613606
214.144,124.096,1.33808e+06,3.45339e-05,-1.06269,135253,0.823529,0.989215,0.755274
214.144,295.074,1.89398e+06,4.6246e-05,2.85318,305330,0.844123,0.902916,0.691113
214.163,550.939,1.29798e+07,4.43073e-05,-0.840413,1.74041e+06,0.831734,0.946394,0.720313
214.18,754.884,7.44465e+07,2.36255e-05,0.356274,1.47522e+07,0.830063,0.750266,0.650861
214.18,829.33,2.8802e+07,3.01453e-05,0.335713,2.84969e+06,0.820198,0.901882,0.757515
214.18,819.05,1.31712e+08,1.38493e-05,0.29266,1.14498e+07,0.830139,0.894065,0.770026
214.253,883.78,2.14766e+07,2.62881e-05,0.701176,3.23524e+06,0.833685,0.550801,0.702535
214.253,917.781,8.25191e+07,1.85567e-05,0.285248,9.77768e+06,0.834331,0.743703,0.736922
214.253,944.366,8.69737e+09,1.10714e-05,0.0487122,4.98462e+08,0.83921,0.997821,0.80036
214.253,962.599,1.43029e+08,1.99366e-05,0.602519,3.78639e+07,0.834793,0.99855,0.577752
214.253,970.439,5.17711e+07,2.04862e-05,0.196875,9.71533e+06,0.82999,0.998128,0.662342
214.253,1173.93,1.28124e+07,4.68438e-05,1.56489,1.47015e+06,0.827031,0.860752,0.740888
214.934,268.765,1.96514e+06,4.91445e-05,0.53974,291011,0.827329,0.992764,0.705286
214.963,156.021,6.52713e+06,2.93793e-05,-5.98816,2.56174e+06,0.821549,0.9569,0.440434
214.985,195.969,709912,3.18789e-05,0.269588,99250.9,0.840943,0.974482,0.714185
214.99,1605.23,1.38128e+07,2.08508e-05,-0.616187,763348,0.829891,0.961577,0.802428
214.999,1609.26,1.48641e+07,2.67018e-05,-2.11837,2.48365e+06,0.833422,0.98841,0.684738
215.023,85.6563,2.13411e+06,5.15327e-05,0.955193,761909,0.824721,0.971071,0.477696
215.039,1641.79,8.94479e+06,1.9735e-05,-2.96188,2.00571e+06,0.820353,0.936588,0.622256
215.039,468.901,2.28369e+06,2.87257e-05,-1.52618,315609,0.816903,0.975259,0.715908
215.05,923.555,1.5795e+08,2.24433e-05,0.160184,1.61307e+07,0.804556,0.976671,0.754179
215.07,424.355,1.98877e+06,2.71654e-05,-1.72038,622850,0.824071,0.853217,0.524811
215.07,47.3258,1.36455e+07,2.27857e-05,0.258979,1.48809e+06,0.838833,0.981016,0.746895
215.07,853.42,1.49987e+07,2.43522e-05,0.664832,2.35733e+06,0.806049,0.797,0.695486
215.089,1628.09,1.36942e+07,2.53577e-05,-6.11672,2.88626e+06,0.840209,0.881488,0.637043
215.089,19.8739,4.03149e+06,3.47952e-05,2.15445,695441,0.828846,0.850054,0.67886
215.118,574.745,2.25338e+07,2.64563e-05,-2.90335,6.93723e+06,0.826275,0.916228,0.530596
215.118,490.201,1.645e+07,3.52466e-05,-4.98473,2.91966e+06,0.820243,0.983021,0.673436
215.118,749.824,3.16578e+07,2.35922e-05,0.205544,2.37483e+06,0.828619,0.803125,0.782323
215.118,850.249,2.5243e+07,3.46613e-05,0.944144,4.30868e+06,0.816451,0.985402,0.680832
215.126,511.795,5.6029e+06,5.88659e-05,-1.608,757425,0.818647,0.942661,0.719138
215.125,384.864,5.44075e+06,4.17249e-05,-1.53791,472227,0.816762,0.925726,0.770168
215.125,122.677,3.42524e+06,1.99667e-05,-2.21105,349477,0.832758,0.922904,0.754279
215.125,1406.68,1.48212e+06,8.3085e-05,0.00823916,8174.32,0.821258,0.992751,0.851272
215.139,571.287,2.48375e+07,2.70144e-05,-0.359793,2.55944e+06,0.831711,0.858072,0.753211
215.139,508.905,5.92994e+06,2.53857e-05,-2.0554,804795,0.829295,0.946183,0.718568
215.139,118.617,9.96036e+06,1.74224e-05,-0.639031,841787,0.837692,0.92189,0.772531
215.164,858.335,1.03728e+08,1.72633e-05,0.409981,1.68699e+07,0.834973,0.873703,0.68957
215.164,924.622,2.69223e+08,1.34855e-05,0.579281,3.51349e+07,0.83151,0.942714,0.72414
215.164,894.532,1.40742e+08,2.01428e-05,0.722391,2.46096e+07,0.824044,0.918558,0.6763
215.164,949.804,1.89725e+08,1.66152e-05,0.539752,3.84862e+07,0.826663,0.720614,0.64572
215.164,969.061,3.33616e+08,1.92179e-05,0.50193,8.72704e+07,0.827187,0.926443,0.581198
215.164,984.398,2.11501e+08,1.81673e-05,0.396914,3.0882e+07,0.83386,0.989369,0.707518
215.164,1010.9,7.30156e+07,2.9973e-05,0.237036,5.38596e+06,0.824892,0.98977,0.783607
215.164,998.358,1.08946e+08,2.10778e-05,0.135578,1.04024e+07,0.820183,0.884222,0.761129
215.164,1418.05,2.45635e+06,3.5455e-05,0.926963,583925,0.821639,0.989969,0.60743
215.164,1427.22,1.92838e+06,4.60551e-05,0.214209,166428,0.816747,0.991445,0.770676
215.175,540.511,9.88289e+06,2.36667e-05,-0.0717566,158291,0.830368,0.882644,0.841197
215.175,410.363,5.20186e+06,2.5158e-05,-1.49747,1.08117e+06,0.818136,0.993584,0.640249
215.179,956.018,1.20491e+08,4.82334e-05,0.544754,1.40548e+07,0.818127,0.958957,0.738875
215.179,1000.32,2.24452e+08,1.22509e-05,0.869091,3.90832e+07,0.835873,0.98341,0.677093
215.179,1106.44,1.72312e+07,2.14411e-05,0.31245,3.56282e+06,0.797343,0.73859,0.64143
215.256,944.285,1.606e+09,9.97363e-06,0.377763,1.74881e+08,0.830144,0.975632,0.747066
215.921,49.4552,1.61145e+07,1.71734e-05,0.645443,2.54675e+06,0.831359,0.863371,0.694543
216.039,923.841,1.67426e+08,1.89047e-05,0.394975,1.54443e+07,0.830981,0.87409,0.764504
216.054,98.6661,1.60082e+07,1.99456e-05,-5.00892,2.8104e+06,0.833547,0.883965,0.675534
216.054,80.7925,1.19911e+07,1.51585e-05,0.941555,2.4358e+06,0.821604,0.915225,0.645411
216.054,70.9255,7.83711e+06,1.92009e-05,1.92009,2.17611e+06,0.813914,0.876514,0.563559
216.088,505.609,1.07082e+07,2.53177e-05,-0.242654,811437,0.83107,0.883593,0.781541
216.101,827.218,1.38033e+07,2.88219e-05,0.498719,1.69359e+06,0.832064,0.681355,0.732459
216.102,489.37,3.83156e+07,1.81724e-05,-1.44701,4.26945e+06,0.833808,0.98408,0.744391
216.102,389.844,2.78992e+06,2.50715e-05,-0.305574,92019.5,0.831167,0.931821,0.824644
216.113,497.091,1.70347e+07,2.13481e-05,-0.955185,2.39623e+06,0.828833,0.987644,0.713262
216.113,568.434,1.19027e+07,3.63184e-05,-2.54012,1.87886e+06,0.824976,0.977645,0.694748
216.113,358.57,9.17759e+06,2.20581e-05,1.57745,1.43809e+06,0.825355,0.965343,0.695998
216.113,816.123,3.39505e+07,3.45716e-05,0.252295,5.02083e+06,0.8104,0.995318,0.705502
216.138,525.956,1.02501e+07,2.30402e-05,-1.44767,1.20015e+06,0.823472,0.904382,0.738409
216.171,72.7575,3.80505e+06,1.81375e-05,1.21516,500326,0.827633,0.657076,0.723088
216.196,903.964,8.87925e+07,2.11928e-05,0.16886,1.18736e+07,0.836479,0.593717,0.720702
216.951,49.0234,2.19403e+08,1.59825e-05,0.683679,2.71052e+07,0.836648,0.926687,0.731559
216.951,83.7271,4.20312e+07,1.09332e-05,2.36205,1.07769e+07,0.836788,0.98343,0.586895
216.956,1597.7,4.37358e+06,2.60582e-05,-1.95725,1.18094e+06,0.836838,0.861948,0.571947
216.956,385.986,1.96015e+06,2.40805e-05,-0.756981,99232.5,0.829395,0.965078,0.807095
216.956,19.7582,6.27019e+06,2.18669e-05,1.04266,1.10265e+06,0.833998,0.927191,0.675211
217.021,333.556,653838,5.67182e-05,0.539744,101365,0.827836,0.787093,0.697797
217.032,1634.46,1.07471e+07,2.00993e-05,-10.0087,4.55072e+06,0.829183,0.851298,0.408723
217.038,129.581,5.88684e+06,3.71661e-05,-2.07959,620898,0.82661,0.979289,0.750665
217.042,924.167,2.339e+07,6.66549e-05,0.321202,3.41004e+06,0.775645,0.956393,0.707758
217.097,575.185,3.16654e+07,2.84244e-05,-0.789555,5.19027e+06,0.828438,0.906515,0.688188
217.097,518.622,1.59539e+07,2.65947e-05,-2.72796,2.26625e+06,0.839345,0.878121,0.711778
217.097,751.065,5.74619e+07,2.2792e-05,0.678476,7.18138e+06,0.828344,0.875713,0.730032
217.118,83.438,9.48995e+06,3.42836e-05,1.17902,1.81188e+06,0.839184,0.804202,0.658773
217.121,498.471,1.23328e+07,3.63904e-05,-0.394641,1.00734e+06,0.827342,0.973042,0.77546
217.143,844.498,1.38995e+08,1.0658e-05,0.534928,1.29562e+07,0.825513,0.85442,0.763496
217.143,881.814,1.62652e+08,1.66012e-05,0.598651,1.54295e+07,0.827336,0.819557,0.761777
217.143,932.491,1.19301e+08,1.82574e-05,0.309879,2.56376e+07,0.836146,0.77979,0.632507
217.143,908.873,2.73237e+08,1.71884e-05,0.378179,3.57937e+07,0.831067,0.724058,0.723612
217.143,953.276,6.43392e+07,1.93573e-05,0.294744,9.39178e+06,0.825811,0.813889,0.707562
217.143,970.882,6.44905e+07,2.90178e-05,0.521008,7.86226e+06,0.818301,0.750832,0.733289
217.155,1592.45,2.25019e+06,4.58598e-05,-0.749923,206704,0.827775,0.96407,0.764905
217.155,130.392,2.07433e+07,1.40544e-05,-1.3765,2.28963e+06,0.835215,0.977995,0.745498
217.159,850.54,3.93842e+07,2.64747e-05,0.41908,4.37595e+06,0.818362,0.962556,0.744728
217.159,813.067,6.24837e+07,2.94964e-05,1.81849,9.43149e+06,0.83761,0.940151,0.702208
217.159,930.907,8.37717e+07,2.44228e-05,1.09076,1.01299e+07,0.836082,0.954385,0.734342
217.159,991.533,5.34793e+07,2.76532e-05,0.204126,6.75729e+06,0.829301,0.692594,0.728566
217.195,895.325,2.35656e+07,2.09882e-05,0.618113,3.57629e+06,0.828325,0.986818,0.701329
217.195,967.331,1.02063e+08,3.17003e-05,0.912225,1.39305e+07,0.830203,0.906971,0.717741
217.195,1104.08,1.18056e+07,2.05305e-05,0.801162,1.49719e+06,0.832524,0.769614,0.728069
217.195,1457.73,1.09331e+07,1.8687e-05,1.47868,1.61927e+06,0.826963,0.980957,0.705264
217.195,1512.48,2.53177e+07,1.82761e-05,1.39998,3.52217e+06,0.82111,0.980429,0.714923
217.951,47.7205,2.10391e+07,3.26548e-05,0.310452,4.80594e+06,0.842369,0.605852,0.617644
218.02,23.8225,785709,2.77443e-05,0.176306,112700,0.830788,0.696843,0.710288
218.033,67.1566,2.48377e+06,5.12178e-05,0.508881,281612,0.832631,0.97043,0.742329
218.034,83.8175,3.57413e+06,3.288e-05,3.2156,1.77504e+06,0.817167,0.884391,0.33777
218.081,375.764,1.93815e+06,2.37398e-05,-0.81862,364327,0.836284,0.968268,0.661995
218.081,564.502,9.81712e+06,3.76343e-05,-0.592437,1.23971e+06,0.836932,0.981057,0.728644
218.081,396.7,3.18292e+06,2.39154e-05,-5.07098,641530,0.835783,0.894031,0.647142
218.081,335.356,3.52569e+06,2.53379e-05,1.3971,921917,0.834975,0.981531,0.581312
218.093,496.743,3.11985e+06,5.70338e-05,-1.44025,369953,0.831145,0.900415,0.736826
218.108,481.116,3.79256e+07,1.89126e-05,-0.61862,3.93869e+06,0.836104,0.975419,0.752366
218.108,458.334,8.3739e+07,9.74098e-06,-1.31942,1.48978e+07,0.837973,0.984184,0.672977
218.117,288.742,688145,3.31794e-05,0.0704214,40602.8,0.818941,0.987535,0.79865
218.118,365.342,4.19336e+06,4.19416e-05,0.820975,2.23832e+06,0.820758,0.974603,0.304435
218.118,266.7,3.65176e+06,2.21195e-05,1.44767,438616,0.823629,0.98767,0.735203
218.118,820.122,5.17853e+07,3.13341e-05,0.409544,7.33646e+06,0.827806,0.934541,0.712186
218.147,908.554,2.2082e+07,2.75587e-05,0.278677,4.09703e+06,0.82758,0.757485,0.664658
218.158,191.163,3.83088e+06,3.41146e-05,1.58845,538007,0.816419,0.868567,0.713507
218.211,829.501,3.41173e+08,1.53768e-05,1.07639,6.08471e+07,0.829072,0.932316,0.6725
218.91,115.74,3.58624e+06,2.39054e-05,-1.64712,557948,0.835194,0.992134,0.697203
218.91,50.181,2.18406e+07,1.68524e-05,1.01423,2.03504e+06,0.830378,0.902063,0.763533
218.985,1604.14,5.70345e+06,3.28975e-05,-0.676869,717305,0.833375,0.970955,0.729191
218.994,1608.4,3.46363e+06,4.20787e-05,-1.61817,494342,0.83522,0.774072,0.711055
218.994,96.7607,1.59132e+07,2.22246e-05,-0.403746,1.19132e+06,0.838881,0.862363,0.782479
219.017,212.698,3.13137e+06,4.37909e-05,0.0322204,113740,0.825641,0.988737,0.821347
219.018,77.0931,5.2219e+06,3.19452e-05,0.29537,439411,0.830057,0.973419,0.772909
219.021,1640.17,2.44351e+07,2.50458e-05,-3.11808,3.10922e+06,0.817463,0.920702,0.727617
219.029,119.857,6.88698e+06,2.40315e-05,-2.52274,1.58592e+06,0.831308,0.930765,0.615613
219.053,933.244,5.20015e+07,1.93668e-05,0.460156,8.21914e+06,0.81474,0.998884,0.694527
219.054,474.347,5.45512e+06,1.32992e-05,-0.651367,604444,0.830006,0.987686,0.745051
219.054,316.267,1.58795e+07,1.79973e-05,-331.11,1.94887e+06,0.82991,0.993779,0.732423
219.054,117.15,1.8331e+07,2.40234e-05,-1.31483,2.13178e+06,0.828558,0.981163,0.739248
219.054,441.673,4.34189e+07,1.19766e-05,-1.01185,3.60139e+06,0.831848,0.99249,0.774153
219.054,359.617,3.47658e+07,8.13443e-06,1.29233,6.93354e+06,0.829348,0.984169,0.649462
219.071,131.158,2.45627e+06,2.26953e-05,-1.49479,304609,0.829258,0.873602,0.731057
219.076,441.252,7.45011e+06,2.55726e-05,-1.2747,766295,0.828976,0.945512,0.753412
219.09,114.617,3.02929e+06,3.41897e-05,-1.84704,791894,0.827278,0.912389,0.581391
219.097,56.2397,2.06248e+06,3.15399e-05,0.638648,334446,0.830619,0.809919,0.690088
219.113,518.391,6.47194e+07,2.41059e-05,-3.6752,2.10049e+07,0.835577,0.968638,0.5125
219.123,623.262,4.23587e+07,2.9676e-05,-1.80888,9.83845e+06,0.822989,0.934102,0.613428
219.122,659.788,1.60223e+08,2.69451e-05,-1.69991,2.26984e+07,0.822528,0.978247,0.712189
219.123,872.791,5.87068e+07,3.38481e-05,1.9373,5.57137e+06,0.826271,0.817112,0.761735
219.134,61.2749,1.45246e+07,2.37904e-05,0.649703,3.29253e+06,0.814653,0.974974,0.61956
219.134,236.658,2.53306e+06,3.67009e-05,0.0707486,82457.1,0.816348,0.98745,0.825068
219.134,220.331,1.66827e+07,1.62904e-05,1.84407,3.03318e+06,0.825305,0.986667,0.668718
219.134,257.208,2.36674e+07,1.23847e-05,0.990503,2.66544e+06,0.830744,0.979955,0.743132
219.138,850.563,6.96801e+07,3.07838e-05,0.21838,5.6511e+06,0.835522,0.880011,0.776058
219.138,896.212,1.2542e+07,4.21286e-05,0.0162439,231297,0.833369,0.996407,0.838851
219.149,485.113,4.40885e+06,3.74092e-05,-0.553096,546003,0.822007,0.991023,0.731238
219.149,559.46,2.67046e+07,2.86713e-05,-2.7243,3.30321e+06,0.823737,0.953681,0.731396
219.149,128.478,3.70112e+06,2.39961e-05,-3.21042,310598,0.819779,0.960474,0.773145
219.149,853.19,9.12786e+07,1.93929e-05,0.172311,5.22622e+06,0.830591,0.79543,0.800417
219.159,843.945,9.29932e+06,2.77802e-05,0.23748,507940,0.824706,0.621752,0.803076
219.159,1482,876843,4.81189e-05,0.000388582,1748.1,0.831606,0.986875,0.85462
219.159,1136.72,3.63832e+07,2.58705e-05,1.01574,4.95627e+06,0.819621,0.87075,0.718025
219.174,437.299,769031,2.58764e-05,-0.00626134,13337,0.831256,0.992296,0.839915
219.174,19.5268,2.44601e+06,2.11986e-05,0.910793,313000,0.829394,0.98875,0.726851
219.174,206.874,516038,2.69309e-05,0.00104737,2468.39,0.83642,0.993033,0.851969
219.174,361.877,1.14153e+06,2.28499e-05,0.139871,205693,0.833084,0.994445,0.67049
219.174,858.171,1.65908e+08,1.37581e-05,0.684899,2.41162e+07,0.83235,0.991281,0.708222
219.174,949.81,1.30646e+08,3.16595e-05,0.354347,1.03861e+07,0.827321,0.980662,0.777711
219.174,882.983,1.59658e+08,1.70668e-05,1.2607,4.09685e+07,0.836051,0.991822,0.586676
219.174,808.379,6.66174e+07,2.56447e-05,1.06094,7.96733e+06,0.830567,0.985279,0.735746
219.174,823.91,8.32377e+07,2.44351e-05,1.46844,1.01941e+07,0.830473,0.992249,0.732698
219.174,1001.63,4.63518e+07,3.65165e-05,0.663361,4.3162e+06,0.827651,0.744333,0.763595
219.174,1341.86,1.20151e+06,3.87407e-05,0.0449446,42935.3,0.830514,0.992462,0.821929
219.174,1375.13,1.58718e+06,3.13066e-05,0.00727268,6059.26,0.796557,0.992845,0.852888
219.174,1419.75,1.78468e+06,4.12929e-05,0.0017841,1705.23,0.813878,0.929223,0.855604
219.174,1506.22,1.26669e+06,3.89219e-05,0.0344254,13691,0.820248,0.990435,0.846211
219.174,1290.86,2.01176e+06,5.47549e-05,0.0956927,107366,0.823104,0.991216,0.804337
219.174,1332.34,1.87215e+06,2.53636e-05,0.0280588,59101.9,0.831475,0.992341,0.826036
219.174,1550.47,2.3427e+06,6.51452e-05,0.164244,195659,0.828135,0.986333,0.77356
219.211,1455.53,1.32934e+07,3.70165e-05,0.772443,4.18607e+06,0.822611,0.965946,0.522952
220.049,56.7088,9.44701e+06,2.08367e-05,0.664803,3.11216e+06,0.826434,0.84898,0.507234
220.097,451.045,1.04298e+06,3.3992e-05,-0.047791,9336.79,0.822719,0.990215,0.84799
220.097,494.763,1.678e+07,2.84248e-05,-1.20829,3.92458e+06,0.833504,0.989603,0.611648
220.097,532.123,2.71214e+07,2.13712e-05,-2.2666,4.27882e+06,0.832514,0.968772,0.694841
220.097,401.097,6.62806e+06,2.10384e-05,-2.22352,621934,0.835861,0.977092,0.762849
220.097,311.168,320542,8.94194e-05,0.0129117,1677.15,0.804388,0.986745,0.851542
220.097,192.075,758978,4.65644e-05,0.582197,82228.9,0.811209,0.977136,0.747646
220.108,488.003,8.45535e+06,2.67148e-05,-0.921903,992790,0.822121,0.921469,0.73806
220.108,173.115,1.30564e+06,2.92587e-05,-2.04434,193920,0.835193,0.845559,0.704814
220.118,459.781,5.58317e+06,5.81277e-05,-0.758103,897689,0.83513,0.873809,0.691574
220.118,413.786,8.37474e+06,2.79006e-05,-1.9445,4.05503e+06,0.832807,0.881856,0.349367
220.133,135.452,5.90832e+06,2.71859e-05,-1.80186,889015,0.831128,0.985365,0.70272
220.133,226,1.09376e+06,3.48897e-05,0.220779,53602.5,0.83232,0.979942,0.808718
220.137,255.515,1.17174e+06,3.45393e-05,0.59015,133879,0.825283,0.405201,0.741403
220.17,519.23,5.39546e+06,2.75112e-05,-0.268887,411593,0.822497,0.96238,0.781019
220.191,306.108,3.02777e+06,2.27859e-05,1.92027,717844,0.824034,0.764798,0.608127
220.969,1646.09,8.28232e+06,2.75512e-05,-7.73433,3.21749e+06,0.834245,0.837116,0.444588
220.998,139.152,8.33659e+06,0.000101583,-1.60106,772260,0.837095,0.972918,0.764098
220.998,232.242,5.24607e+06,2.8663e-05,1.18261,1.85683e+06,0.805762,0.953267,0.480961
221.013,16.4635,1.31939e+06,3.6144e-05,2.745,544277,0.827695,0.813701,0.419806
221.013,358.467,1.7314e+06,3.12438e-05,1.17608,251338,0.832693,0.903594,0.708431
221.033,165.929,5.76951e+06,2.36577e-05,-8.08472,2.20448e+06,0.82726,0.960099,0.451249
221.033,99.8221,2.06037e+07,1.99572e-05,-2.29138,3.12806e+06,0.830912,0.917054,0.701263
221.033,270.392,1.46441e+07,1.73979e-05,1.16289,5.75015e+06,0.828879,0.955874,0.440243
221.033,298.536,1.88632e+07,1.69479e-05,3.01462,3.86119e+06,0.830429,0.967034,0.643701
221.081,901.049,4.75609e+07,2.41325e-05,0.907282,6.54139e+06,0.816365,0.840212,0.716619
